site,plot_id,plot,split_plot,sub_plot,sample_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,pm_factor_level,pm_n_rate,Achillea millefolium,Agrimonia eupatoria,Agrostis capillaris,Ajuga reptans,Alopecurus pratensis,Anthoxanthum odoratum,Anthriscus sylvestris,Arrhenatherum elatius,Bellis perennis,Briza media,Bromus hordeaceus,Cardamine pratensis,Carex caryophyllea,Carex flacca,Centaurea nigra,Cerastium fontanum,Conopodium majus,Crepis capillaris,Cynosurus cristatus,Dactylis glomerata,Deschampsia cespitosa,Elytrigia repens,Festuca pratensis,Festuca rubra,Filipendula ulmaria,Fritillaria meleagris,Galium verum,Helictotrichon pubescens,Heracleum sphondylium,Holcus lanatus,Hypochoeris radicata,Knautia arvensis,Lathyrus pratensis,Leontodon autumnalis,Leontodon hispidus,Linum catharticum,Lolium perenne,Lotus corniculatus,Luzula campestris,Ononis repens,Ophioglossum vulgatum,Pilosella officinarum,Pimpinella saxifraga,Plantago lanceolata,Poa pratensis,Poa trivialis,Potentilla reptans,Potentilla sterilis,Primula veris,Prunella vulgaris,Ranunculus acris,Ranunculus auricomus,Ranunculus bulbosus,Ranunculus ficaria,Rumex acetosa,Sanguisorba minor,Senecio jacobaea,Stachys officinalis,Stellaria graminea,Stellaria media,Taraxacum officinale,Tragopogon pratensis,Trifolium pratense,Trifolium repens,Trisetum flavescens,Veronica chamaedrys,Vicia cracca,Vicia sativa,note_id
Rothamsted,9-2b,9,2.000,b,1991,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,16.230,0.800,0.370,46.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.930,0.000,0.000,4.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.560,19.960,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.000,0.000,0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,9-2c,9,2.000,c,1991,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,74.870,0.000,0.000,6.340,0.000,4.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.130,10.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.760,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,9-2d,9,2.000,d,1991,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,9.160,0.000,0.000,90.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,10a,10,*,a,1991,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,3.390,0.000,5.510,4.310,0.000,0.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,1.490,0.000,0.000,0.000,62.820,0.000,0.000,0.000,0.000,0.000,2.320,0.000,0.000,0.000,0.000,0.000,0.000,2.600,0.000,0.000,0.000,0.000,0.000,0.000,11.600,0.530,0.000,0.000,0.000,0.000,0.000,0.430,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,2.970,0.000,0.000,0.000,1.050,0.000,0.000,0.000,*
Rothamsted,10b,10,*,b,1991,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,23.940,0.000,4.120,26.950,0.000,1.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,34.720,0.000,0.000,0.000,0.000,0.000,5.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.340,0.000,0.000,0.000,0.000,0.000,1.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10c,10,*,c,1991,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,39.060,0.000,0.120,5.290,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.150,0.000,0.000,0.000,0.000,0.000,6.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.330,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10d,10,*,d,1991,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,2.590,0.000,0.000,97.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1a,11,1.000,a,1991,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,13.510,0.000,0.890,62.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.290,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.330,5.870,5.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1b,11,1.000,b,1991,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.430,0.000,9.520,0.000,0.230,58.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.530,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.200,3.050,20.690,0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1c,11,1.000,c,1991,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,10.060,0.000,14.690,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1d,11,1.000,d,1991,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2a,11,2.000,a,1991,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,a,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,16.730,0.000,0.400,74.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.620,1.530,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2b,11,2.000,b,1991,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,b,0.000,0,0,0,0,0,0,0.000,0.000,28.820,0.000,18.040,0.000,0.000,46.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.040,2.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2c,11,2.000,c,1991,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,c,0.000,0,0,0,0,0,0,0.000,0.000,37.470,0.000,22.540,0.450,0.000,5.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.580,25.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.000,0.000,*
Rothamsted,11-2d,11,2.000,d,1991,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,d,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,12a,12,*,a,1991,Nil,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,4.940,0.000,18.860,0.480,0.000,1.110,0.000,0.560,0.000,3.740,0.000,0.000,0.350,0.000,1.570,0.310,0.160,0.120,0.000,4.160,0.000,0.000,0.000,19.920,0.000,0.000,0.000,0.000,0.480,0.990,0.000,0.000,3.430,0.000,12.860,0.000,2.890,4.180,1.030,0.000,0.000,0.690,0.520,6.700,0.000,0.040,0.000,0.050,0.000,0.040,1.530,0.000,0.000,0.000,1.350,0.020,0.300,1.580,0.300,0.000,1.350,0.000,3.250,0.090,0.000,0.060,0.000,0.000,*
Rothamsted,12b,12,*,b,1991,Nil,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,2.180,0.000,23.040,0.050,0.880,1.520,0.000,0.000,0.000,2.220,0.000,0.000,5.590,0.000,2.730,0.140,0.210,1.540,0.000,9.330,0.000,0.000,0.000,21.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.080,0.000,11.990,0.000,0.000,1.100,0.960,0.000,0.000,0.000,0.540,7.330,0.000,0.000,0.000,0.000,0.000,0.060,0.700,0.000,0.100,0.000,0.430,0.160,0.000,2.480,0.000,0.000,0.370,0.000,0.430,0.010,0.850,0.000,0.000,0.000,*
Rothamsted,12c,12,*,c,1991,Nil,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,3.640,0.000,15.920,0.000,0.520,0.390,0.000,1.090,0.000,0.000,0.000,0.000,1.180,0.000,5.740,0.000,0.340,0.040,0.000,0.820,0.000,0.000,0.000,50.430,0.000,0.000,0.000,0.120,0.000,1.020,0.870,0.000,0.010,0.000,9.480,0.000,0.000,3.630,0.220,0.000,0.000,0.780,0.130,2.540,0.000,0.000,0.000,0.000,0.000,0.000,0.420,0.000,0.000,0.000,0.000,0.010,0.000,0.160,0.000,0.000,0.120,0.000,0.090,0.290,0.000,0.000,0.000,0.000,*
Rothamsted,12d,12,*,d,1991,Nil,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,3.200,0.000,21.160,0.080,0.000,0.620,0.000,0.240,0.000,0.650,0.000,0.000,0.510,1.680,10.350,0.000,0.740,0.480,0.000,6.200,0.000,0.000,0.000,38.450,0.000,0.000,0.000,0.000,0.030,0.540,0.320,0.000,0.000,0.000,7.300,0.000,0.000,0.040,0.270,0.000,0.000,0.640,0.570,4.960,0.000,0.000,0.000,0.000,0.000,0.120,0.080,0.000,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.020,0.560,0.000,0.000,0.000,*
Rothamsted,13a,13,*,a,1991,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,FYM,0,FM,65,0,0,0.280,0.000,0.390,0.210,10.340,0.000,1.500,53.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.920,0.440,0.000,0.000,1.940,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,19.110,0.280,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.990,1.300,0.000,0.000,0.000,0.000,3.460,0.000,0.000,0.000,1.850,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,13b,13,*,b,1991,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,FYM,0,FM,65,0,0,0.000,0.000,1.550,0.020,9.470,0.520,7.160,34.460,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.650,1.380,0.010,0.000,8.940,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,13.890,1.660,0.000,0.000,10.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.690,1.780,0.510,0.000,0.000,0.000,0.000,3.350,0.000,0.000,0.000,0.780,0.000,0.000,0.000,0.000,0.000,0.370,0.000,0.000,0.000,0.000,0.090,0.000,0.000,5
Rothamsted,13c,13,*,c,1991,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,FYM,0,FM,65,0,0,7.060,0.000,11.740,0.140,2.670,2.060,0.000,17.430,0.000,0.000,0.000,0.000,0.000,0.000,4.160,0.230,1.170,0.000,0.000,1.750,0.000,0.000,0.000,10.130,0.000,0.000,0.000,0.000,4.370,3.930,0.000,0.000,2.250,0.000,1.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.900,5.240,0.530,0.000,0.000,0.000,0.000,6.450,0.000,0.000,0.000,2.400,0.000,0.470,0.000,0.470,0.000,1.330,3.580,0.230,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,13d,13,*,d,1991,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,FYM,0,FM,65,0,0,13.970,0.000,41.980,0.000,13.170,0.220,0.000,1.260,0.000,0.000,0.000,0.000,0.000,0.000,5.130,0.150,1.190,0.270,0.000,4.370,0.000,0.000,0.000,8.660,0.000,0.000,0.000,0.000,0.160,2.900,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,1.830,0.880,0.200,0.000,0.000,0.000,0.000,2.050,0.000,0.000,0.000,1.270,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.020,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,14-1a,14,1.000,a,1991,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.220,0.000,0.000,0.000,4.020,0.000,0.220,25.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.520,0.000,0.000,1.570,0.000,0.000,0.000,9.380,0.000,0.000,0.000,3.850,6.800,0.000,0.000,0.000,29.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,4.410,0.060,0.000,0.000,0.000,0.000,1.490,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,1.980,0.000,8.270,0.000,1.640,0.000,0.000,0.000,"4,9"
Rothamsted,14-1b,14,1.000,b,1991,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.370,0.000,6.170,0.000,0.310,47.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,3.730,0.000,0.000,0.000,3.690,0.000,0.000,0.000,0.000,16.560,3.280,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.890,9.690,0.110,0.000,0.000,0.000,0.000,3.240,0.000,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000,2.010,0.000,0.140,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-1c,14,1.000,c,1991,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,1.030,0.000,12.470,0.000,0.660,42.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,3.160,0.000,0.000,0.000,0.660,0.000,0.000,0.000,0.000,15.360,1.680,0.000,0.000,2.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,6.180,0.060,0.270,0.000,0.000,0.000,11.030,0.000,0.000,0.000,0.440,0.000,0.000,0.000,0.000,0.000,1.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-1d,14,1.000,d,1991,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,4.770,0.000,0.030,25.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,7.220,0.000,0.000,0.000,2.730,0.000,0.000,0.000,0.000,23.490,5.890,0.000,0.000,9.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.160,7.530,0.260,0.000,0.000,0.000,0.000,5.970,0.000,0.000,0.000,0.450,0.000,0.000,0.000,0.000,0.000,4.980,0.000,0.060,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-2a,14,2.000,a,1991,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.450,0.000,0.000,0.000,15.740,0.000,3.290,62.960,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.050,0.010,0.000,0.680,0.000,0.000,0.000,5.150,0.000,0.000,0.000,0.760,0.980,0.000,0.000,0.000,2.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,3.480,0.140,0.000,0.000,0.000,0.000,0.530,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,2.680,0.000,0.000,0.000,0.230,0.000,0.000,0.000,4
Rothamsted,14-2b,14,2.000,b,1991,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,15.470,0.000,2.080,59.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.540,0.000,0.000,0.000,4.870,0.000,0.000,0.000,0.000,11.630,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.640,0.450,0.000,0.000,0.000,0.000,0.440,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,14-2c,14,2.000,c,1991,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,13.890,0.000,1.850,69.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.290,0.000,0.000,0.000,0.380,0.000,0.000,0.000,0.000,6.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.420,0.170,0.000,0.000,0.000,0.000,0.850,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,1.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,14-2d,14,2.000,d,1991,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.090,0.000,11.800,0.000,0.770,44.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.280,0.000,0.000,0.000,1.430,0.000,0.000,0.000,2.450,21.190,2.370,0.000,0.000,0.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.970,1.080,0.000,0.000,0.000,0.000,0.950,0.000,0.000,0.000,0.780,0.000,0.000,0.000,0.000,0.000,0.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,15a,15,*,a,1991,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,1.320,0.000,0.000,0.000,1.210,0.180,0.020,12.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.130,0.020,0.000,2.980,0.000,0.000,0.000,2.990,0.000,0.000,0.000,0.350,12.530,1.030,0.000,0.000,60.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.920,0.180,0.000,0.000,0.000,0.000,1.040,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.690,0.000,0.010,0.000,0.590,0.000,0.000,0.000,*
Rothamsted,15b,15,*,b,1991,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,2.170,0.000,0.770,0.000,2.120,3.650,0.300,19.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.410,0.000,0.000,3.590,0.000,0.000,0.000,11.120,0.000,0.000,0.000,1.260,8.660,0.210,0.000,0.000,19.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.830,2.740,0.020,0.000,0.000,0.000,0.000,3.790,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,1.250,2.640,2.880,0.000,1.340,0.000,0.000,0.000,*
Rothamsted,15c,15,*,c,1991,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,3.350,0.000,17.530,0.000,1.590,1.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.260,0.000,2.970,0.450,0.000,0.390,0.000,0.000,0.000,27.150,0.000,0.000,0.000,0.210,1.310,2.060,0.000,0.000,1.700,0.000,0.000,0.000,0.660,0.000,0.500,0.000,0.000,0.000,0.000,7.580,0.600,0.240,0.000,0.000,0.000,0.000,0.580,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.000,0.000,0.300,0.000,4.960,0.080,0.230,0.000,0.000,0.000,*
Rothamsted,15d,15,*,d,1991,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,7.090,0.000,22.980,0.000,1.590,1.300,0.000,0.870,0.000,0.000,0.000,0.000,0.000,0.000,9.700,0.000,2.360,0.180,0.000,4.030,0.000,0.000,0.000,31.920,0.000,0.000,0.000,0.000,0.000,0.470,0.000,0.000,5.880,0.000,0.680,0.000,0.870,0.000,0.300,0.000,0.000,0.000,0.000,6.450,0.190,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.570,0.000,2.530,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,16a,16,*,a,1991,N*1+PKNaMg,N*1,48,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,1.850,0.000,2.750,0.000,5.630,0.300,0.660,31.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000,4.730,0.000,0.000,0.000,14.710,0.000,0.000,0.000,1.770,6.340,2.680,0.000,0.000,18.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.860,0.740,0.860,0.000,0.000,0.000,0.000,0.650,0.000,0.000,0.000,0.210,0.000,0.000,0.000,0.000,0.000,1.180,0.000,0.000,0.000,2.780,0.000,0.000,0.000,*
Rothamsted,16b,16,*,b,1991,N*1+PKNaMg,N*1,48,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.670,0.000,15.420,0.000,13.370,0.040,0.130,44.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000,5.410,0.000,0.000,0.000,6.550,0.000,0.000,0.000,0.000,5.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.460,0.180,0.550,0.000,0.000,0.000,0.000,0.690,0.000,0.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000,2.020,0.000,0.000,0.000,0.110,0.000,0.000,0.000,*
